fiscal_year,state,district_as_per_source,district_as_per_lgd,district_lgd_code,crop,season,area,production,crop_yield,unit,note
2019-20,Odisha,State Total,,,Maize,Winter,95.0,224.3,2.361052631578948,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Malkangiri,Malkangiri,364.0,Rice,Winter,91450.0,212760.0,2.3265172225259705,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Maize,Summer,1.0,2.3000000000000003,2.3000000000000003,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Malkangiri,Malkangiri,364.0,Turmeric,Kharif,240.0,550.0,2.2916666666666665,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Nuapada,Nuapada,368.0,Rice,Winter,51360.0,117270.0,2.2832943925233646,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Rayagada,Rayagada,370.0,Rice,Autumn,1610.0,3660.0,2.2732919254658386,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Puri,Puri,369.0,Rice,Winter,89810.0,203510.0,2.266006012693464,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Baleshwar,Balasore,346.0,Rice,Winter,162390.0,366860.0,2.259129256727631,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Baleshwar,Balasore,346.0,Maize,Summer,58.0,130.9,2.256896551724138,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kendujhar,Kendujhar,361.0,Rice,Autumn,27980.0,63090.0,2.2548248749106503,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Khordha,Khordha,362.0,Groundnut,Summer,73.0,163.4,2.238356164383562,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,State Total,,,Groundnut,Summer,18352.0,41013.4,2.2348190932868355,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Winter,297110.0,663750.0,2.234021069637508,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Sundargarh,Sundargarh,373.0,Maize,Autumn,437.0,967.5,2.21395881006865,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Koraput,Koraput,363.0,Rice,Autumn,11810.0,26130.0,2.212531752751905,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Nuapada,Nuapada,368.0,Groundnut,Summer,129.0,283.8,2.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kandhamal,Kandhamal,359.0,Rice,Summer,100.0,220.0,2.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Nayagarh,Nayagarh,367.0,Turmeric,Kharif,270.0,590.0,2.185185185185185,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Anugul,Anugul,344.0,Groundnut,Summer,738.0,1583.0,2.144986449864499,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kendrapara,Kendrapara,360.0,Rice,Winter,125170.0,267710.0,2.138771271071343,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Nuapada,Nuapada,368.0,Maize,Autumn,1521.0,3248.2,2.135568704799474,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Puri,Puri,369.0,Groundnut,Summer,926.0,1965.9,2.1230021598272137,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Anugul,Anugul,344.0,Rice,Autumn,4070.000000000001,8640.0,2.122850122850122,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Koraput,Koraput,363.0,Maize,Autumn,2087.0,4428.6,2.121993291806421,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Winter,79940.0,169200.0,2.1165874405804352,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Ganjam,Ganjam,354.0,Maize,Autumn,495.0,1047.1,2.1153535353535355,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kendrapara,Kendrapara,360.0,Rice,Summer,1760.0,3710.0,2.1079545454545454,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kalahandi,Kalahandi,358.0,Groundnut,Winter,105.0,219.8,2.0933333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kalahandi,Kalahandi,358.0,Rice,Autumn,22040.0,46010.0,2.0875680580762253,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Anugul,Anugul,344.0,Groundnut,Autumn,515.0,1070.7,2.0790291262135923,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Gajapati,Gajapati,353.0,Maize,Autumn,16584.0,34419.700000000004,2.0754763627592863,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Dhenkanal,Dhenkanal,352.0,Rice,Autumn,570.0,1180.0,2.0701754385964914,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kendrapara,Kendrapara,360.0,Rice,Autumn,870.0,1800.0,2.0689655172413794,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Dhenkanal,Dhenkanal,352.0,Groundnut,Summer,876.0,1808.9,2.064954337899544,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Boudh,Boudh,349.0,Rice,Autumn,1830.0,3710.0,2.0273224043715845,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Koraput,Koraput,363.0,Maize,Summer,1064.0,2152.5,2.023026315789474,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Sonepur,Sonepur,372.0,Groundnut,Winter,8.0,16.0,2.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Nayagarh,Nayagarh,367.0,Rice,Summer,10.0,20.0,2.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Balangir,Balangir,345.0,Turmeric,Kharif,10.0,20.0,2.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Ganjam,Ganjam,354.0,Turmeric,Kharif,150.0,300.0,2.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kendujhar,Kendujhar,361.0,Turmeric,Kharif,1110.0,2220.0,2.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,State Total,,,Turmeric,Kharif,30000.0,60000.0,2.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Sundargarh,Sundargarh,373.0,Turmeric,Kharif,210.0,420.0,2.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Cuttack,Cuttack,350.0,Groundnut,Summer,375.0,741.0,1.976,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Baleshwar,Balasore,346.0,Turmeric,Kharif,250.0,490.0,1.96,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Deogarh,Deogarh,351.0,Rice,Winter,37230.0,72740.0,1.9538006983615364,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Bargarh,Bargarh,347.0,Maize,Autumn,86.0,166.7,1.938372093023256,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kalahandi,Kalahandi,358.0,Turmeric,Kharif,960.0,1860.0,1.9375,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Sundargarh,Sundargarh,373.0,Rice,Winter,113770.0,216840.0,1.90595060209194,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Rayagada,Rayagada,370.0,Maize,Autumn,2744.0,5206.3,1.8973396501457729,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Mayurbhanj,Mayurbhanj,365.0,Groundnut,Summer,576.0,1080.6,1.8760416666666668,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Nuapada,Nuapada,368.0,Rice,Autumn,33870.0,63510.0,1.87511071744907,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Bargarh,Bargarh,347.0,Rice,Winter,184570.0,345220.0,1.870401473695617,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Turmeric,Kharif,150.0,280.0,1.8666666666666667,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kandhamal,Kandhamal,359.0,Rice,Winter,36410.0,67940.0,1.865970887118924,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kendujhar,Kendujhar,361.0,Groundnut,Autumn,137.0,253.9,1.8532846715328468,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Nuapada,Nuapada,368.0,Maize,Summer,24.0,44.3,1.8458333333333328,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kendujhar,Kendujhar,361.0,Groundnut,Summer,143.0,263.5,1.8426573426573427,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Jajapur,Jajapur,356.0,Rice,Winter,121960.0,222660.0,1.825680551000328,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Sambalpur,Sambalpur,371.0,Maize,Autumn,100.0,181.9,1.819,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Nabarangpur,Nabarangpur,366.0,Turmeric,Kharif,110.0,200.0,1.818181818181818,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,State Total,,,Rice,Autumn,426080.0,769480.0,1.805951933909125,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Malkangiri,Malkangiri,364.0,Rice,Summer,680.0,1220.0,1.7941176470588236,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Sundargarh,Sundargarh,373.0,Groundnut,Summer,133.0,237.3,1.7842105263157897,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kalahandi,Kalahandi,358.0,Arhar(Tur),Kharif,19350.0,34520.0,1.7839793281653746,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Bhadrak,Bhadrak,348.0,Rice,Winter,154430.0,275250.0,1.7823609402318203,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Cuttack,Cuttack,350.0,Groundnut,Autumn,62.0,109.6,1.767741935483871,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Sambalpur,Sambalpur,371.0,Rice,Autumn,37370.0,65410.0,1.7503344929087503,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Gajapati,Gajapati,353.0,Rice,Summer,240.0,420.0,1.75,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kandhamal,Kandhamal,359.0,Dry chillies,Rabi,1150.0,1980.0,1.7217391304347829,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Puri,Puri,369.0,Dry chillies,Rabi,140.0,240.0,1.7142857142857142,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Ganjam,Ganjam,354.0,Dry chillies,Rabi,3090.0,5280.0,1.7087378640776698,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Rayagada,Rayagada,370.0,Groundnut,Summer,1.0,1.7000000000000002,1.7000000000000002,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Jharsuguda,Jharsuguda,357.0,Dry chillies,Rabi,430.0,730.0,1.697674418604651,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Deogarh,Deogarh,351.0,Maize,Autumn,181.0,307.1,1.6966850828729283,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Dhenkanal,Dhenkanal,352.0,Dry chillies,Rabi,220.0,370.0,1.681818181818182,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Rayagada,Rayagada,370.0,Groundnut,Autumn,48.0,80.2,1.6708333333333334,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kandhamal,Kandhamal,359.0,Turmeric,Kharif,17700.0,29560.0,1.6700564971751413,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Summer,1480.0,2470.0,1.6689189189189189,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Ganjam,Ganjam,354.0,Groundnut,Summer,1074.0,1775.3000000000002,1.652979515828678,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Malkangiri,Malkangiri,364.0,Maize,Winter,9.0,14.8,1.6444444444444446,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Sonepur,Sonepur,372.0,Dry chillies,Rabi,530.0,870.0,1.6415094339622642,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Balangir,Balangir,345.0,Groundnut,Autumn,699.0,1133.1,1.6210300429184552,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kendrapara,Kendrapara,360.0,Dry chillies,Rabi,280.0,450.0,1.6071428571428572,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Koraput,Koraput,363.0,Groundnut,Winter,976.0,1567.5,1.6060450819672132,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Balangir,Balangir,345.0,Groundnut,Summer,116.0,186.2,1.6051724137931036,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Dhenkanal,Dhenkanal,352.0,Maize,Autumn,64.0,102.5,1.6015625,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,State Total,,,Groundnut,Winter,1422.0,2262.6,1.5911392405063292,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Autumn,15480.0,24580.0,1.5878552971576227,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Balangir,Balangir,345.0,Rice,Autumn,50850.0,80570.0,1.584464110127827,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Nabarangpur,Nabarangpur,366.0,Dry chillies,Rabi,330.0,520.0,1.5757575757575757,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kandhamal,Kandhamal,359.0,Groundnut,Winter,20.0,31.3,1.565,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Groundnut,Summer,121.0,188.8,1.5603305785123969,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Gajapati,Gajapati,353.0,Maize,Summer,36.0,55.900000000000006,1.552777777777778,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Nabarangpur,Nabarangpur,366.0,Wheat,Summer,2.0,3.1,1.55,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Rayagada,Rayagada,370.0,Maize,Winter,23.0,35.6,1.547826086956522,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Baleshwar,Balasore,346.0,Groundnut,Summer,457.0,701.0,1.5339168490153172,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kendrapara,Kendrapara,360.0,Groundnut,Summer,164.0,249.8,1.523170731707317,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Nayagarh,Nayagarh,367.0,Dry chillies,Rabi,310.0,470.0,1.5161290322580645,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Autumn,800.0,1210.0,1.5125,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kalahandi,Kalahandi,358.0,Groundnut,Summer,684.0,1028.1,1.503070175438597,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Koraput,Koraput,363.0,Groundnut,Summer,227.0,341.0,1.502202643171806,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kendrapara,Kendrapara,360.0,Sunflower,Rabi,80.0,120.0,1.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Malkangiri,Malkangiri,364.0,Sunflower,Rabi,20.0,30.0,1.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Bargarh,Bargarh,347.0,Turmeric,Kharif,20.0,30.0,1.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kendrapara,Kendrapara,360.0,Turmeric,Kharif,100.0,150.0,1.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Sundargarh,Sundargarh,373.0,Rice,Autumn,78090.0,116660.0,1.4939172749391727,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Rayagada,Rayagada,370.0,Maize,Summer,9.0,13.4,1.488888888888889,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Malkangiri,Malkangiri,364.0,Rice,Autumn,12110.0,17960.0,1.4830718414533444,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kendujhar,Kendujhar,361.0,Groundnut,Winter,84.0,124.4,1.480952380952381,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Jharsuguda,Jharsuguda,357.0,Groundnut,Summer,62.0,91.6,1.4774193548387098,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Cuttack,Cuttack,350.0,Turmeric,Kharif,170.0,250.0,1.4705882352941178,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Anugul,Anugul,344.0,Dry chillies,Rabi,2940.0,4310.0,1.465986394557823,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Mayurbhanj,Mayurbhanj,365.0,Sunflower,Rabi,200.0,290.0,1.45,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Mayurbhanj,Mayurbhanj,365.0,Wheat,Summer,33.0,47.6,1.4424242424242424,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Bhadrak,Bhadrak,348.0,Sunflower,Rabi,1380.0,1990.0,1.4420289855072463,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Kendujhar,Kendujhar,361.0,Dry chillies,Rabi,2440.0,3490.0,1.430327868852459,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Nabarangpur,Nabarangpur,366.0,Sunflower,Rabi,210.0,300.0,1.4285714285714286,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Deogarh,Deogarh,351.0,Rice,Autumn,11700.0,16680.0,1.4256410256410257,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Bargarh,Bargarh,347.0,Sunflower,Rabi,330.0,470.0,1.4242424242424243,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Jajapur,Jajapur,356.0,Groundnut,Summer,6248.0,8828.4,1.4129961587708066,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Koraput,Koraput,363.0,Groundnut,Autumn,1313.0,1854.0,1.412033511043412,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2019-20,Odisha,Mayurbhanj,Mayurbhanj,365.0,Maize,Autumn,263.0,370.7000000000001,1.4095057034220535,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
